CustomerID,count,min,max,mean,sum,categ_0,categ_1,categ_2,categ_3,categ_4,categ_5
12347.0,5,382.52,711.79,508.25199999999995,2541.2599999999998,4.163289077072005,9.528344207204302,11.46832673555638,13.861627696497013,34.00950709490568,26.968905188764623
12348.0,4,187.43999999999997,652.8000000000001,359.31,1437.24,2.905569007263922,0.0,44.63276836158192,0.0,0.0,52.46166263115416
12350.0,1,294.40000000000003,294.40000000000003,294.40000000000003,294.40000000000003,6.929347826086955,0.0,6.351902173913042,31.691576086956523,0.0,55.02717391304347
12352.0,5,104.35,296.49999999999994,206.73599999999996,1033.6799999999998,1.436614813094962,28.693599566597012,0.9867657302066405,6.762247504063154,30.086680597476978,32.034091788561255
12353.0,1,89.0,89.0,89.0,89.0,0.0,22.35955056179775,0.0,19.887640449438205,0.0,57.752808988764045
12354.0,1,1079.4,1079.4,1079.4,1079.4,28.92440244580323,11.075597554196776,10.226051510098202,7.7404113396331296,10.973689086529554,31.059848063739103
12355.0,1,459.4,459.4,459.4,459.4,0.0,0.0,0.0,11.558554636482372,25.27209403569874,63.16935132781889
12356.0,2,481.46,1947.6200000000003,1214.5400000000002,2429.0800000000004,12.30712862482915,11.826699820508173,15.30620646499909,14.56930195794292,4.199120654733479,41.79154247698717
12358.0,1,404.85999999999996,404.85999999999996,404.85999999999996,404.85999999999996,0.0,79.38546658104038,0.0,4.371881638097121,3.704984439065356,12.537667341797166
12359.0,3,297.5,1263.1100000000004,882.66,2647.98,2.413160220243355,34.303506824069665,5.5242109079373725,14.53560827498697,18.874764915142865,24.34874885761977
12360.0,2,454.70000000000016,923.5799999999999,689.1400000000001,1378.2800000000002,6.73883390892997,0.0,10.816379835737292,26.43584757814087,11.071770612647649,44.9371680645442
12361.0,1,174.89999999999998,174.89999999999998,174.89999999999998,174.89999999999998,9.433962264150944,0.0,0.0,20.240137221269304,0.0,70.32590051457976
12362.0,5,273.76000000000005,769.9900000000001,465.33200000000005,2326.6600000000003,13.454909612921526,4.403307745867466,5.791993673334306,16.699904584253822,18.404064195026347,41.24582018859652
12363.0,2,252.90000000000003,299.1,276.0,552.0,8.423913043478262,5.760869565217392,15.543478260869565,30.543478260869573,5.380434782608696,34.34782608695652
12364.0,1,578.92,578.92,578.92,578.92,18.89725696123817,0.0,29.489394044082083,2.5478477164375044,5.985282940648105,43.080218337594154
12365.0,1,320.69,320.69,320.69,320.69,0.0,0.0,1.571611213321276,33.11609342355546,15.435467273691103,49.876828089432166
12370.0,3,157.2,1587.07,853.9000000000001,2561.7000000000003,2.164578209782566,8.894484131631337,12.935940976695163,27.015263301713706,18.702424171448644,30.28730920872858
12372.0,3,353.12,479.70000000000005,398.68,1196.04,10.785592455101837,0.0,12.059797331192936,21.495936590749476,6.772348750877898,48.88632487207785
12373.0,1,324.6,324.6,324.6,324.6,13.863216266173751,0.0,7.8558225508317925,46.39556377079483,5.452865064695009,26.432532347504615
12375.0,1,190.30000000000004,190.30000000000004,190.30000000000004,190.30000000000004,0.0,16.710457172884915,13.399894902785073,43.720441408302676,26.169206516027323,0.0
12377.0,2,546.6,1001.5199999999996,774.0599999999998,1548.1199999999997,2.829238043562515,5.96852957135106,12.254863964033797,19.262072707542053,30.598403224556247,29.08689248895435
12378.0,1,3948.1400000000017,3948.1400000000017,3948.1400000000017,3948.1400000000017,11.671571930073396,11.626993976910642,11.636365478427809,20.207236825441846,14.099044106845247,30.758787682301026
